,tripduration,start_station_id,end_station_id,usertype,birth_year,gender,Hour,Month,Day of Week
2403,8.55,266,411,1,1945,0,16,4,0
2404,6.05,157,3308,1,1997,0,22,8,6
2405,12.566666666666666,291,319,1,1933,1,11,9,5
2406,24.033333333333335,3178,3536,0,1996,1,18,4,5
2407,26.033333333333335,334,377,0,1999,0,13,10,5
2408,9.716666666666667,503,3260,1,1947,0,20,12,0
2409,30.65,3152,492,1,1944,0,20,8,3
2410,22.033333333333335,3263,525,1,2000,0,12,10,5
2411,3.6666666666666665,3427,293,1,1943,0,16,1,2
2412,3.566666666666667,3283,3171,1,1998,0,19,7,5
2413,20.533333333333335,361,546,1,1948,0,19,6,6
2414,8.116666666666667,3233,477,1,1952,0,16,5,3
2415,8.783333333333333,423,3233,1,1951,0,13,6,6
2416,23.066666666666666,480,3146,1,1998,0,19,8,6
2417,7.616666666666666,297,401,1,1996,0,9,7,0
2418,8.35,252,483,0,1999,0,18,4,4
2419,18.166666666666668,127,379,1,1952,0,21,5,2
2420,3.35,161,3474,1,1996,0,12,1,2
2421,14.733333333333333,3042,83,1,1996,0,21,6,5
2422,22.9,3168,519,1,1951,0,8,4,3
2423,5.466666666666667,3400,3425,1,1942,0,17,3,0
2424,19.316666666666666,405,309,1,1953,0,17,8,5
2425,11.583333333333334,545,393,1,1953,0,17,5,3
2426,14.866666666666667,3294,3360,1,1953,1,11,5,6
2427,12.316666666666666,127,435,1,1953,0,10,6,3
2428,3.8666666666666667,268,3427,1,1953,0,9,7,0
2429,6.916666666666667,3301,3350,1,1954,1,7,4,2
2430,6.966666666666667,3002,427,1,1954,0,8,3,1
2431,26.45,465,432,1,1954,1,17,3,1
2432,25.916666666666668,336,2012,1,1954,0,8,12,0
2433,8.65,526,3458,1,1954,1,14,11,3
2434,6.083333333333333,3256,309,1,1955,1,10,6,2
2435,20.6,3108,3093,1,1955,0,18,8,6
2436,15.366666666666667,492,3131,1,1955,0,0,9,4
2437,19.066666666666666,3175,527,1,1956,1,7,8,1
2438,8.85,3002,427,1,1956,0,7,12,1
2439,9.7,509,496,1,1957,1,13,3,0
2440,6.4,3438,3305,1,1958,0,18,4,0
2441,27.783333333333335,3256,3440,1,1958,1,7,12,1
2442,11.816666666666666,484,435,1,1958,0,18,11,1
2443,6.916666666666667,527,487,1,1959,0,9,5,1
2444,7.45,3052,3042,1,1960,1,7,6,3
2445,6.183333333333334,509,458,1,1960,0,14,10,3
2446,10.433333333333334,387,3256,1,1960,0,12,10,4
2447,11.833333333333334,511,280,1,1960,1,12,5,0
2448,10.583333333333334,3643,497,1,1960,0,16,2,0
2449,22.75,3412,3410,1,1960,1,14,6,3
2450,11.5,504,307,1,1960,0,7,5,0
2451,4.083333333333333,3168,3171,1,1960,1,19,3,3
2452,7.5,296,417,1,1960,0,13,4,6
2453,9.616666666666667,484,476,1,1961,0,11,6,3
2454,6.233333333333333,3583,3663,1,1961,1,6,4,4
2455,15.033333333333333,527,153,1,1961,0,13,6,4
2456,31.883333333333333,3307,164,1,1961,0,8,10,1
2457,9.95,411,237,1,1961,0,12,10,5
2458,5.35,3575,3567,1,1961,0,13,1,5
2459,14.7,537,385,1,1961,1,20,9,3
2460,14.433333333333334,434,519,1,1961,0,8,8,1
2461,12.483333333333333,302,151,1,1962,1,8,10,6
2462,34.81666666666667,476,351,1,1962,0,13,5,1
2463,14.216666666666667,3166,3141,1,1962,0,7,10,0
2464,21.55,480,480,1,1962,0,11,5,2
2465,9.683333333333334,401,497,1,1962,1,8,1,2
2466,8.75,334,509,1,1962,0,17,6,2
2467,5.316666666666666,2008,315,1,1962,0,9,11,3
2468,23.566666666666666,304,514,1,1963,0,17,4,3
2469,9.366666666666667,462,496,1,1963,1,8,5,0
2470,19.6,3177,3167,1,1963,0,9,10,5
2471,9.3,445,369,1,1963,0,17,7,5
2472,4.4,3102,3108,1,1963,0,7,6,1
2473,15.45,3143,3374,1,1963,0,13,4,6
2474,9.766666666666667,3235,3136,1,1963,1,11,8,3
2475,7.616666666666666,3290,3496,1,1963,0,6,1,2
2476,7.616666666666666,3295,3538,1,1963,0,17,5,6
2477,6.7,533,3431,1,1963,0,10,11,0
2478,26.883333333333333,539,3125,1,1963,0,15,9,1
2479,6.433333333333334,394,236,1,1963,0,23,8,1
2480,28.116666666666667,3135,347,1,1963,0,7,7,3
2481,4.683333333333334,3391,3318,1,1964,0,7,5,0
2482,14.233333333333333,265,345,1,1964,0,19,11,2
2483,10.85,3318,3369,1,1964,0,14,4,2
2484,21.083333333333332,525,477,0,1964,0,14,11,5
2485,14.3,3223,529,1,1964,0,14,5,3
2486,7.033333333333333,259,315,1,1964,0,18,1,2
2487,38.21666666666667,3331,514,1,1964,0,13,9,0
2488,31.616666666666667,458,422,0,1964,0,15,4,5
2489,37.483333333333334,524,524,1,1964,0,7,8,4
2490,18.966666666666665,455,3286,1,1964,1,9,10,3
2491,6.283333333333333,390,3315,1,1965,0,12,11,2
2492,8.616666666666667,2010,307,1,1965,0,16,7,4
2493,22.416666666666668,434,3178,1,1965,0,19,4,2
2494,29.616666666666667,513,3510,1,1965,0,8,2,0
2495,8.45,237,336,1,1965,0,18,10,1
2496,10.416666666666666,267,461,1,1965,0,22,10,6
2497,3.316666666666667,2000,321,1,1965,0,9,12,6
2498,6.683333333333334,3145,3156,1,1965,0,7,6,5
2499,6.066666666666666,453,3255,1,1965,0,16,11,5
2500,6.95,487,237,1,1965,1,17,11,2
2501,21.55,528,3131,1,1965,0,20,10,4
2502,4.433333333333334,309,387,1,1966,0,15,4,3
2503,7.683333333333334,517,491,1,1966,0,8,8,4
2504,3.783333333333333,492,446,1,1966,0,18,8,0
2505,31.683333333333334,3312,472,1,1966,0,8,10,2
2506,31.933333333333334,315,501,0,1966,0,10,7,4
2507,61.4,356,403,1,1967,0,7,5,0
2508,12.95,522,527,1,1967,0,15,9,4
2509,8.8,173,305,1,1967,0,7,5,3
2510,5.466666666666667,3419,3368,1,1967,2,21,8,1
2511,7.983333333333333,3429,258,1,1967,1,19,6,3
2512,5.933333333333334,3515,3516,1,1967,0,13,5,3
2513,19.416666666666668,3139,529,1,1967,0,14,3,4
2514,19.8,3422,330,1,1967,1,9,8,3
2515,17.433333333333334,438,470,1,1967,1,8,11,1
2516,11.783333333333333,2021,446,1,1968,0,18,6,0
2517,5.75,496,2003,1,1968,0,15,2,1
2518,13.383333333333333,3641,519,1,1968,0,15,5,4
2519,8.15,3435,279,1,1968,0,8,1,0
2520,18.25,3412,386,1,1968,1,8,9,4
2521,19.533333333333335,3100,389,1,1968,0,19,5,2
2522,15.45,472,128,1,1968,0,15,5,1
2523,5.916666666666667,328,327,1,1968,0,23,8,3
2524,11.733333333333333,502,309,1,1968,0,7,5,2
2525,5.45,3298,314,1,1968,1,5,11,3
2526,4.916666666666667,3472,482,1,1968,0,17,8,3
2527,7.483333333333333,3056,3050,1,1969,2,15,3,0
2528,30.9,297,3080,1,1969,1,16,9,2
2529,4.833333333333333,128,127,1,1969,1,8,2,0
2530,11.183333333333334,539,3016,0,1969,2,18,2,2
2531,24.4,2021,3259,0,1969,2,22,4,0
2532,26.8,530,3148,0,1969,2,18,4,5
2533,18.716666666666665,301,453,1,1969,0,7,5,2
2534,25.283333333333335,3282,499,0,1969,2,14,4,6
2535,19.15,3443,297,1,1969,0,16,9,4
2536,27.366666666666667,3664,505,0,1969,2,17,5,5
2537,6.733333333333333,481,3109,1,1969,2,20,4,5
2538,6.683333333333334,3412,390,1,1969,1,20,4,1
2539,9.533333333333333,345,405,0,1969,2,12,3,5
2540,12.733333333333333,508,446,1,1969,2,17,5,4
2541,5.15,3417,3364,1,1969,1,20,12,0
2542,10.383333333333333,3167,173,1,1969,1,16,9,4
2543,27.133333333333333,387,387,0,1969,2,16,3,1
2544,10.783333333333333,312,507,0,1969,2,19,1,5
2545,29.433333333333334,3366,446,1,1969,0,7,6,0
2546,15.016666666666667,306,316,0,1969,2,13,3,3
2547,11.566666666666666,505,459,1,1969,0,18,4,4
2548,3.183333333333333,315,279,1,1969,0,10,5,1
2549,5.683333333333334,238,383,1,1969,0,17,5,2
2550,8.033333333333333,3502,3400,0,1969,2,14,5,3
2551,4.95,540,486,0,1969,2,9,4,1
2552,5.4,334,509,1,1970,0,8,9,0
2553,14.633333333333333,345,116,1,1970,0,19,7,3
2554,15.866666666666667,320,442,1,1970,0,12,4,3
2555,6.483333333333333,468,465,1,1970,0,8,9,4
2556,3.2666666666666666,3430,3086,1,1970,0,18,7,4
2557,12.933333333333334,308,285,1,1970,0,15,5,6
2558,21.483333333333334,3249,3413,1,1970,1,21,10,0
2559,10.2,492,167,1,1970,0,9,5,0
2560,8.416666666666666,3259,435,1,1970,0,10,8,1
2561,6.266666666666667,476,517,1,1970,0,18,1,1
2562,6.783333333333333,492,546,1,1970,0,10,2,1
2563,25.216666666666665,525,3383,1,1970,0,20,4,2
2564,8.7,377,383,1,1970,1,15,4,3
2565,7.833333333333333,433,223,1,1971,0,18,3,2
2566,8.283333333333333,150,229,1,1971,0,7,8,3
2567,27.8,438,311,1,1971,0,14,11,4
2568,13.783333333333333,324,3416,1,1971,0,18,7,0
2569,8.316666666666666,3421,3414,1,1971,0,20,7,4
2570,18.483333333333334,341,518,1,1971,0,8,3,3
2571,5.533333333333333,3161,3170,1,1971,0,16,4,6
2572,6.6,492,527,1,1971,0,6,8,2
2573,11.5,496,519,1,1971,0,7,11,3
2574,22.066666666666666,394,523,0,1971,2,19,1,0
2575,16.966666666666665,249,3255,1,1972,0,17,10,4
2576,23.833333333333332,237,3236,1,1972,1,17,11,2
2577,6.266666666666667,536,504,1,1972,0,13,12,1
2578,8.566666666666666,3370,3325,1,1972,0,21,10,1
2579,10.45,3632,350,1,1972,0,12,4,5
2580,10.1,516,173,1,1972,0,23,3,0
2581,38.266666666666666,3160,3374,1,1972,0,7,12,1
2582,12.95,478,519,1,1972,0,10,10,2
2583,7.066666666666666,491,517,1,1973,0,16,5,1
2584,44.06666666666667,491,514,1,1973,0,16,3,3
2585,3.45,3067,3076,1,1973,0,7,7,3
2586,20.716666666666665,479,3145,1,1973,1,14,9,2
2587,8.7,3424,3491,1,1973,0,13,12,5
2588,3.0,319,386,1,1973,0,15,8,1
2589,7.6,350,265,1,1973,1,8,11,5
2590,6.033333333333333,3416,3306,1,1973,0,18,5,2
2591,3.283333333333333,257,355,1,1973,0,17,11,3
2592,6.4,469,3233,1,1973,0,18,11,3
2593,19.566666666666666,417,406,1,1973,0,18,5,0
2594,8.466666666666667,518,487,1,1974,0,20,10,0
2595,14.766666666666667,474,456,1,1974,0,15,12,5
2596,9.766666666666667,3324,3361,1,1974,0,9,10,0
2597,10.233333333333333,3142,3288,1,1974,0,23,7,3
2598,5.433333333333334,2003,536,1,1974,0,12,4,6
2599,3.85,460,3093,1,1974,1,8,5,3
2600,10.1,3521,3350,1,1974,1,7,1,6
2601,9.733333333333333,279,502,1,1974,1,17,8,3
2602,8.516666666666667,150,439,1,1974,1,16,5,3
2603,15.8,450,435,1,1974,0,16,11,3
2604,6.7,3159,529,1,1974,0,10,7,6
2605,3.7333333333333334,291,408,1,1974,0,21,2,0
2606,16.05,516,523,1,1974,0,20,7,1
2607,6.266666666666667,3298,3386,1,1974,0,17,5,6
2608,16.483333333333334,3164,456,1,1974,0,8,5,1
2609,11.483333333333333,545,517,1,1975,0,8,4,0
2610,7.066666666666666,457,3226,1,1975,0,16,6,0
2611,7.333333333333333,408,3435,1,1975,1,8,8,1
2612,6.95,3641,519,1,1975,0,18,5,2
2613,11.166666666666666,3486,3420,1,1975,0,18,5,4
2614,12.333333333333334,403,507,1,1975,0,23,7,3
2615,21.366666666666667,3101,531,1,1975,0,11,2,1
2616,5.533333333333333,3124,3126,1,1975,1,11,7,6
2617,11.866666666666667,3497,3305,1,1975,0,20,4,2
2618,8.7,212,161,1,1975,0,10,6,6
2619,3.55,3318,3351,1,1975,0,18,8,1
2620,32.61666666666667,259,414,0,1976,1,14,11,1
2621,3.816666666666667,468,173,1,1976,0,13,6,0
2622,9.716666666666667,3164,173,1,1976,1,9,5,4
2623,3.783333333333333,416,262,1,1976,0,9,5,4
2624,6.4,494,486,1,1976,0,10,4,4
2625,15.416666666666666,3641,527,0,1976,0,16,5,3
2626,6.616666666666666,446,490,1,1976,0,18,4,2
2627,14.75,515,466,1,1976,0,9,5,3
2628,9.383333333333333,3440,3422,1,1976,1,19,11,3
2629,3.8,257,303,1,1976,0,18,5,3
2630,27.666666666666668,3331,3331,1,1976,1,17,5,3
2631,7.716666666666667,3332,3414,1,1976,0,23,8,1
2632,7.833333333333333,517,490,1,1977,0,8,2,3
2633,18.816666666666666,2002,302,1,1977,0,10,5,6
2634,12.383333333333333,516,519,1,1977,1,9,6,4
2635,8.0,3223,501,1,1977,0,17,6,4
2636,3.35,3159,499,1,1977,1,16,2,1
2637,18.483333333333334,486,530,1,1977,0,15,11,0
2638,4.733333333333333,472,536,1,1977,0,9,1,1
2639,4.083333333333333,3572,3602,1,1977,0,12,2,0
2640,27.55,3103,265,1,1977,1,13,9,1
2641,3.783333333333333,3150,3147,1,1977,0,20,4,1
2642,30.533333333333335,455,3167,1,1978,1,17,5,3
2643,22.333333333333332,143,3224,1,1978,0,9,6,3
2644,12.683333333333334,3315,2000,1,1978,0,13,4,2
2645,19.6,3129,455,1,1978,1,8,8,3
2646,10.633333333333333,508,484,1,1978,0,18,4,0
2647,16.0,3349,3352,1,1978,0,13,2,5
2648,3.4833333333333334,336,254,1,1978,0,16,5,2
2649,4.7,72,514,1,1978,0,13,6,4
2650,17.983333333333334,3360,3359,1,1978,0,17,6,0
2651,20.733333333333334,427,168,1,1978,0,9,6,3
2652,25.65,3016,2003,1,1978,0,16,3,6
2653,5.1,417,320,1,1978,0,15,4,4
2654,18.116666666666667,434,312,1,1979,0,23,10,5
2655,5.4,268,293,1,1979,0,17,7,1
2656,12.066666666666666,345,536,1,1979,1,9,5,1
2657,16.583333333333332,386,293,0,1979,0,9,8,5
2658,12.7,467,3304,1,1979,0,18,8,1
2659,9.433333333333334,357,3435,1,1979,0,17,7,2
2660,6.266666666666667,387,2009,1,1979,0,15,7,6
2661,17.666666666666668,391,320,0,1979,0,15,4,6
2662,8.166666666666666,3161,3158,1,1979,0,12,6,6
2663,8.65,3419,3403,1,1979,1,9,12,1
2664,16.316666666666666,323,319,1,1979,0,9,4,6
2665,4.35,389,3080,1,1979,0,18,11,2
2666,14.066666666666666,3116,3452,1,1979,0,18,5,2
2667,19.533333333333335,268,433,1,1979,1,18,10,0
2668,11.0,3161,281,1,1980,0,8,1,2
2669,8.883333333333333,3337,3422,1,1980,0,17,1,3
2670,3.6666666666666665,3244,497,1,1980,0,17,9,6
2671,9.283333333333333,3414,313,1,1980,1,8,8,0
2672,21.05,223,223,1,1980,0,19,12,0
2673,8.066666666666666,3458,495,1,1980,0,15,10,5
2674,61.983333333333334,3130,3130,1,1980,0,15,8,6
2675,8.1,3410,3396,1,1980,0,17,5,4
2676,12.15,349,410,1,1980,1,14,6,0
2677,16.666666666666668,3412,3381,1,1980,0,22,5,4
2678,34.63333333333333,304,527,1,1980,1,18,5,0
2679,19.983333333333334,3074,3427,1,1980,0,15,11,1
2680,8.3,3173,3168,1,1980,0,8,4,4
2681,3.85,400,411,1,1980,1,8,5,0
2682,22.0,528,2021,1,1980,1,19,8,5
2683,13.1,3142,281,1,1981,1,13,5,6
2684,6.25,469,484,1,1981,0,12,5,1
2685,38.18333333333333,259,3429,1,1981,0,17,9,0
2686,9.95,355,237,1,1981,0,18,2,1
2687,8.916666666666666,307,151,1,1981,0,11,9,5
2688,18.383333333333333,3323,3223,1,1981,0,8,4,4
2689,6.25,3224,345,1,1981,0,21,6,4
2690,15.666666666666666,418,3067,1,1981,1,13,5,6
2691,4.25,252,382,1,1981,0,12,11,0
2692,5.35,434,168,1,1981,1,19,7,3
2693,16.416666666666668,405,3158,1,1982,0,10,9,3
2694,14.2,433,442,1,1982,1,12,10,6
2695,26.2,3509,3496,1,1982,1,20,9,2
2696,15.233333333333333,128,402,1,1982,0,9,10,0
2697,12.9,3158,3466,1,1982,1,20,6,3
2698,13.566666666666666,3156,3163,1,1982,0,18,12,1
2699,25.766666666666666,468,336,1,1982,0,16,6,4
2700,11.5,3258,3255,1,1982,0,17,2,0
2701,4.316666666666666,3427,357,1,1982,1,9,4,4
2702,22.4,430,319,1,1982,1,22,8,2
2703,7.3,2000,143,1,1982,0,19,2,3
2704,7.8,458,446,1,1982,0,18,5,3
2705,17.333333333333332,398,3335,1,1982,0,14,10,6
2706,10.15,3305,3372,1,1982,1,8,5,0
2707,11.15,509,508,1,1982,0,18,6,2
2708,6.233333333333333,504,3244,1,1983,0,10,7,5
2709,14.316666666666666,3447,3356,1,1983,0,11,6,5
2710,7.6,522,2021,1,1983,0,17,9,1
2711,22.25,3374,3301,1,1983,0,0,7,6
2712,21.283333333333335,3424,468,1,1983,0,7,8,1
2713,19.583333333333332,3226,515,1,1983,0,17,1,6
2714,3.8666666666666667,3452,3090,1,1983,1,8,1,2
2715,8.0,3364,3317,1,1983,1,11,2,4
2716,16.566666666666666,540,72,1,1983,0,11,11,3
2717,3.783333333333333,465,3680,1,1983,0,6,5,0
2718,5.0,531,408,1,1983,0,6,8,3
2719,9.65,527,403,1,1983,0,14,8,1
2720,12.616666666666667,505,495,1,1983,0,21,8,3
2721,8.183333333333334,3150,3345,1,1983,0,5,11,3
2722,19.433333333333334,417,285,1,1983,0,19,7,3
2723,10.733333333333333,3538,3400,1,1983,1,9,11,0
2724,7.733333333333333,3292,3374,1,1984,1,17,7,0
2725,7.833333333333333,3474,251,1,1984,1,16,5,6
2726,16.116666666666667,3142,267,1,1984,1,17,6,2
2727,18.166666666666668,3283,3282,1,1984,0,17,8,3
2728,28.283333333333335,127,3173,1,1984,1,22,6,3
2729,25.666666666666668,150,546,1,1984,1,7,11,3
2730,37.96666666666667,312,3455,1,1984,0,2,10,5
2731,11.266666666666667,444,432,1,1984,0,15,9,2
2732,5.45,3417,274,1,1984,0,9,10,4
2733,6.666666666666667,346,494,1,1984,0,1,5,5
2734,8.95,483,540,1,1984,1,9,12,1
2735,15.05,531,309,1,1984,0,12,3,6
2736,26.3,308,474,1,1984,0,18,5,1
2737,8.733333333333333,3549,3055,1,1984,1,23,5,4
2738,3.216666666666667,462,446,1,1984,0,18,4,4
2739,5.533333333333333,320,426,1,1984,1,8,7,0
2740,6.516666666666667,3102,3113,1,1985,0,8,5,4
2741,5.766666666666667,3249,3053,1,1985,0,16,4,0
2742,15.116666666666667,3226,3502,1,1985,1,17,12,1
2743,6.366666666666666,473,438,1,1985,0,12,5,2
2744,4.15,3431,472,1,1985,1,20,5,4
2745,5.983333333333333,396,409,1,1985,0,20,7,2
2746,26.166666666666668,82,3416,1,1985,0,17,7,2
2747,4.15,3074,3071,1,1985,1,21,5,1
2748,11.1,465,501,1,1985,0,10,3,0
2749,5.783333333333333,3452,3110,1,1985,0,17,4,0
2750,30.566666666666666,3224,3172,1,1985,1,19,5,2
2751,13.833333333333334,403,3235,1,1985,0,8,11,2
2752,17.766666666666666,388,472,1,1985,1,11,5,1
2753,9.533333333333333,3164,3355,1,1985,1,11,12,3
2754,38.11666666666667,410,3159,1,1985,0,21,6,5
2755,14.966666666666667,3235,504,1,1985,0,18,12,0
2756,10.9,3236,442,1,1985,0,16,11,6
2757,38.03333333333333,337,399,1,1985,0,18,5,3
2758,12.566666666666666,486,3224,1,1985,1,16,5,2
2759,9.916666666666666,3235,469,1,1985,0,14,12,4
2760,8.1,3344,3384,1,1986,0,9,11,2
2761,5.283333333333333,406,321,1,1986,0,15,8,0
2762,14.266666666666667,3344,3344,1,1986,1,9,9,5
2763,7.066666666666666,3440,3311,1,1986,1,17,4,0
2764,10.616666666666667,3400,3497,1,1986,1,17,2,0
2765,3.9,152,3436,1,1986,0,5,6,0
2766,19.95,3082,3453,1,1986,0,14,3,1
2767,18.216666666666665,3365,3404,1,1986,1,12,1,4
2768,4.3,346,116,1,1986,0,7,10,0
2769,9.283333333333333,253,301,1,1986,0,10,5,0
2770,16.083333333333332,3042,3637,1,1986,1,16,5,6
2771,26.283333333333335,3043,3106,1,1986,1,14,10,6
2772,3.95,241,3429,1,1986,0,8,11,2
2773,6.483333333333333,3258,284,1,1986,0,14,12,2
2774,6.766666666666667,3172,3158,1,1986,0,20,5,0
2775,14.416666666666666,473,539,1,1986,0,8,1,0
2776,13.066666666666666,3441,528,1,1986,0,11,5,3
2777,26.366666666666667,3177,484,1,1986,1,14,5,4
2778,4.5,3107,3112,1,1986,0,9,9,0
2779,8.666666666666666,439,257,1,1986,1,8,2,0
2780,30.066666666666666,487,447,1,1986,0,17,4,4
2781,4.183333333333334,261,262,1,1986,0,19,5,6
2782,16.216666666666665,3414,3392,1,1986,0,18,6,1
2783,3.2,412,2009,1,1986,0,20,9,3
2784,8.266666666666667,3427,341,1,1986,0,8,4,5
2785,5.383333333333334,369,435,1,1987,0,10,10,5
2786,8.683333333333334,347,383,1,1987,1,10,10,6
2787,14.983333333333333,3478,3310,1,1987,1,12,8,6
2788,4.216666666666667,258,324,1,1987,1,13,10,6
2789,4.85,3458,281,1,1987,0,17,10,4
2790,12.0,3171,3140,1,1987,0,20,5,6
2791,15.5,453,3443,1,1987,1,8,11,3
2792,6.883333333333334,505,519,1,1987,0,6,10,1
2793,5.916666666666667,3577,3130,1,1987,1,9,12,4
2794,4.166666666666667,391,414,1,1987,0,9,7,5
2795,11.566666666666666,503,523,1,1987,0,20,3,2
2796,25.116666666666667,392,157,0,1987,0,22,10,6
2797,20.766666666666666,3161,466,1,1987,0,19,10,2
2798,6.266666666666667,3614,3621,1,1987,1,22,3,1
2799,8.416666666666666,3158,2006,1,1987,1,21,9,2
2800,10.366666666666667,3256,284,1,1988,0,8,2,0
2801,5.166666666666667,405,345,1,1988,0,10,11,0
2802,4.233333333333333,474,402,1,1988,0,14,4,2
2803,18.216666666666665,528,448,1,1988,1,9,7,2
2804,4.633333333333334,483,345,1,1988,0,7,5,6
2805,6.2,3107,3016,1,1988,0,13,6,6
2806,24.2,3232,146,1,1988,1,8,5,0
2807,10.4,527,435,1,1988,0,7,6,3
2808,15.833333333333334,496,447,1,1988,0,18,5,0
2809,11.433333333333334,524,3165,1,1988,0,9,8,2
2810,21.766666666666666,265,3016,1,1988,0,19,9,2
2811,3.683333333333333,403,237,1,1988,0,19,6,6
2812,12.966666666666667,3390,3383,1,1988,1,9,8,0
2813,6.85,317,293,1,1988,0,9,3,4
2814,7.166666666666667,3637,324,1,1988,0,9,4,5
2815,14.783333333333333,302,472,1,1988,0,10,3,4
2816,15.25,401,3259,1,1988,0,11,10,4
2817,8.983333333333333,377,403,1,1988,0,17,9,0
2818,6.766666666666667,3413,323,1,1988,0,8,3,4
2819,17.416666666666668,450,402,1,1988,0,11,4,6
2820,24.666666666666668,279,174,1,1988,0,15,9,6
2821,29.916666666666668,3383,457,0,1988,0,11,5,3
2822,5.366666666666666,491,483,1,1988,0,17,2,1
2823,11.016666666666667,466,517,1,1988,0,16,11,2
2824,3.8666666666666667,297,461,1,1988,0,11,5,5
2825,6.983333333333333,492,527,1,1988,1,7,12,1
2826,6.416666666666667,83,3361,1,1988,0,19,7,1
2827,7.316666666666666,3049,3576,1,1989,1,8,10,3
2828,10.333333333333334,346,523,1,1989,0,8,2,0
2829,6.85,482,462,1,1989,1,7,5,3
2830,32.56666666666667,274,323,1,1989,0,22,9,0
2831,11.55,528,465,1,1989,0,9,9,0
2832,20.416666666666668,3163,3534,0,1989,0,16,5,0
2833,28.75,500,2008,1,1989,0,10,5,3
2834,3.95,539,3453,1,1989,0,18,8,5
2835,16.316666666666666,3674,3455,1,1989,1,16,5,6
2836,16.533333333333335,3170,2023,1,1989,0,0,9,3
2837,26.616666666666667,486,3285,1,1989,0,16,12,3
2838,9.1,483,2012,1,1989,0,16,5,4
2839,8.1,3263,303,1,1989,2,18,11,2
2840,17.766666666666666,2002,3102,1,1989,1,12,5,5
2841,12.683333333333334,412,232,1,1989,0,19,11,5
2842,35.416666666666664,546,3158,1,1989,0,14,8,6
2843,26.716666666666665,212,447,1,1989,1,15,11,2
2844,21.65,380,517,1,1989,0,6,3,1
2845,16.3,376,3408,1,1990,1,21,8,1
2846,15.3,2003,3142,1,1990,0,18,4,4
2847,14.233333333333333,3159,3350,1,1990,0,3,9,5
2848,7.466666666666667,517,477,1,1990,1,13,8,5
2849,5.416666666666667,3416,3365,1,1990,1,17,6,3
2850,11.416666666666666,127,236,1,1990,1,18,6,2
2851,5.733333333333333,252,285,1,1990,0,14,5,6
2852,7.833333333333333,161,470,1,1990,0,11,4,1
2853,3.55,3574,3637,1,1990,0,18,4,1
2854,10.616666666666667,498,3462,1,1990,0,8,5,3
2855,49.31666666666667,3419,2003,1,1990,1,12,7,6
2856,12.816666666666666,487,229,0,1990,1,10,4,6
2857,23.15,83,3076,1,1990,0,14,3,1
2858,10.95,3289,3367,1,1990,0,8,1,1
2859,14.616666666666667,401,325,1,1990,1,9,3,0
2860,18.033333333333335,3409,244,1,1990,0,18,5,1
2861,9.466666666666667,305,485,1,1990,0,18,3,6
2862,29.1,468,480,1,1990,1,20,9,3
2863,9.566666666666666,445,3467,1,1990,0,8,11,3
2864,13.883333333333333,3429,3373,1,1990,0,11,2,5
2865,10.433333333333334,3319,3349,1,1990,0,17,5,5
2866,11.116666666666667,3233,505,1,1990,0,18,10,4
2867,7.633333333333334,3392,3398,1,1990,1,10,10,4
2868,25.15,72,238,0,1990,1,19,9,6
2869,12.1,143,195,1,1990,0,7,7,3
2870,6.033333333333333,3224,127,1,1990,0,9,6,4
2871,16.566666666666666,3048,324,1,1990,1,9,10,2
2872,7.333333333333333,3259,435,1,1990,1,19,9,0
2873,11.066666666666666,3141,3167,1,1991,1,15,9,1
2874,5.866666666666666,301,3427,1,1991,1,6,8,4
2875,9.216666666666667,3656,174,1,1991,1,7,4,3
2876,3.5,3081,3070,1,1991,0,1,11,6
2877,7.6,503,434,1,1991,0,13,4,6
2878,17.466666666666665,465,434,1,1991,0,18,10,4
2879,16.5,3092,3093,1,1991,0,19,11,2
2880,22.75,3144,453,1,1991,0,19,4,6
2881,27.433333333333334,461,514,1,1991,0,22,7,1
2882,11.45,401,306,1,1991,0,21,11,0
2883,8.133333333333333,257,417,1,1991,1,18,8,2
2884,8.816666666666666,411,293,1,1991,0,15,6,0
2885,14.866666666666667,3521,3305,1,1991,0,16,2,5
2886,3.35,507,537,1,1991,0,15,5,1
2887,9.683333333333334,253,3235,1,1991,0,19,2,0
2888,6.15,472,518,1,1991,0,9,3,1
2889,8.55,474,518,1,1991,0,17,2,0
2890,5.266666666666667,3178,3434,1,1991,0,20,8,2
2891,15.1,487,356,1,1991,0,23,3,2
2892,11.233333333333333,503,251,1,1992,0,19,7,3
2893,10.183333333333334,500,466,1,1992,0,21,8,1
2894,7.166666666666667,3113,3453,1,1992,0,19,5,0
2895,23.516666666666666,328,341,1,1992,0,12,10,6
2896,13.05,3511,3357,0,1992,0,19,5,1
2897,3.3666666666666667,3141,3142,1,1992,1,16,6,2
2898,11.883333333333333,289,3415,1,1992,1,19,6,5
2899,9.2,3263,349,1,1992,0,17,4,2
2900,9.683333333333334,3164,495,1,1992,0,0,9,6
2901,9.0,347,3472,1,1992,0,19,9,3
2902,10.216666666666667,537,522,1,1992,0,16,5,3
2903,18.583333333333332,3673,3396,1,1992,0,20,4,1
2904,8.6,330,426,0,1992,0,15,5,6
2905,30.2,392,3080,0,1992,1,14,11,5
2906,4.416666666666667,237,497,1,1992,1,11,1,6
2907,7.416666666666667,174,3641,1,1992,0,8,10,0
2908,4.683333333333334,3093,3107,1,1992,0,0,8,6
